,Tokens,Scores,,,,,,,,,,,,,,,,
15378,'general',166.9,,,,,,,,,,,,,,,,
15379,'General',-171.2,,,,,,,,,,,,,,,,
15380,'General',100,,,,,,,,,,,,,,,,
15381,'general',100,,,,,,,,,,,,,,,,
15382,'General',-300,,,,,,,,,,,,,,,,
15383,'General',-300,,,,,,,,,,,,,,,,
15384,'General)',0,,,,,,,,,,,,,,,,
15385,"'general,'",-340,,,,,,,,,,,,,,,,
15386,"'General,'",100,,,,,,,,,,,,,,,,
15387,'generally',166.9,,,,,,,,,,,,,,,,
15388,'generally',-208.8,,,,,,,,,,,,,,,,
15389,"'generally,'",-420,,,,,,,,,,,,,,,,
15390,"'generally,'",-20,,,,,,,,,,,,,,,,
15391,'generate',-420,,,,,,,,,,,,,,,,
15392,'generate',-340,,,,,,,,,,,,,,,,
15393,'generate',40,,,,,,,,,,,,,,,,
15394,'generate',-44,,,,,,,,,,,,,,,,
15395,'generate',-220,,,,,,,,,,,,,,,,
15396,'Generate',-400,,,,,,,,,,,,,,,,
15397,'generate',-400,,,,,,,,,,,,,,,,
15398,'generate',-140,,,,,,,,,,,,,,,,
15399,'generate',-300,,,,,,,,,,,,,,,,
15400,'generate',-171.2,,,,,,,,,,,,,,,,
15401,'generate',-100,,,,,,,,,,,,,,,,
15402,'generate',60,,,,,,,,,,,,,,,,
15403,'generate.',-44,,,,,,,,,,,,,,,,
15404,'generated',-193.2,,,,,,,,,,,,,,,,
15405,'generated',-220,,,,,,,,,,,,,,,,
15406,'generated',140,,,,,,,,,,,,,,,,
15407,'generated',-500,,,,,,,,,,,,,,,,
15408,'generated',40,,,,,,,,,,,,,,,,
15409,'generated',-268,,,,,,,,,,,,,,,,
15410,'generated',-44,,,,,,,,,,,,,,,,
15411,'generated',-400,,,,,,,,,,,,,,,,
15412,'generated',0,,,,,,,,,,,,,,,,
15413,'generated',-300,,,,,,,,,,,,,,,,
15414,'generated',-171.2,,,,,,,,,,,,,,,,
15415,'generated',-60,,,,,,,,,,,,,,,,
15416,'generated',-208.8,,,,,,,,,,,,,,,,
15417,'generated',60,,,,,,,,,,,,,,,,
15418,'generating',-193.2,,,,,,,,,,,,,,,,
15419,'generating',-220,,,,,,,,,,,,,,,,
15420,'generating',140,,,,,,,,,,,,,,,,
15421,'generating',-100,,,,,,,,,,,,,,,,
15422,'generating',40,,,,,,,,,,,,,,,,
15423,'Generating',-268,,,,,,,,,,,,,,,,
15424,'generating',-44,,,,,,,,,,,,,,,,
15425,'generating',-326.6,,,,,,,,,,,,,,,,
15426,'generating',-220,,,,,,,,,,,,,,,,
15427,'Generating',-460,,,,,,,,,,,,,,,,
15428,'generating',-400,,,,,,,,,,,,,,,,
15429,'generating',-300,,,,,,,,,,,,,,,,
15430,'Generating',-171.2,,,,,,,,,,,,,,,,
15431,'generating',-60,,,,,,,,,,,,,,,,
15432,'Generating',100,,,,,,,,,,,,,,,,
15433,'generating',100,,,,,,,,,,,,,,,,
15434,'generating',-300,,,,,,,,,,,,,,,,
15435,'generating',-300,,,,,,,,,,,,,,,,
15436,"'generating,'",-60,,,,,,,,,,,,,,,,
15437,'Generation',-220,,,,,,,,,,,,,,,,
15438,'generation',-220,,,,,,,,,,,,,,,,
15439,'generation',-220,,,,,,,,,,,,,,,,
15440,'Generation',-420,,,,,,,,,,,,,,,,
15441,'generation',140,,,,,,,,,,,,,,,,
15442,'generation',-500,,,,,,,,,,,,,,,,
15443,'generation',-244,,,,,,,,,,,,,,,,
15444,'generation',-220,,,,,,,,,,,,,,,,
15445,'generation',-460,,,,,,,,,,,,,,,,
15446,'generation',-400,,,,,,,,,,,,,,,,
15447,'Generation',-140,,,,,,,,,,,,,,,,
15448,'generation',-140,,,,,,,,,,,,,,,,
15449,'generation',-193.4,,,,,,,,,,,,,,,,
15450,'generation',-300,,,,,,,,,,,,,,,,
15451,'generation',-20,,,,,,,,,,,,,,,,
15452,'generation',-171.2,,,,,,,,,,,,,,,,
15453,'generation',-100,,,,,,,,,,,,,,,,
15454,'generation',-60,,,,,,,,,,,,,,,,
15455,'Generation',-208.8,,,,,,,,,,,,,,,,
15456,'generation',-208.8,,,,,,,,,,,,,,,,
15457,'Generation',100,,,,,,,,,,,,,,,,
15458,'generation',100,,,,,,,,,,,,,,,,
15459,'generation',-60,,,,,,,,,,,,,,,,
15460,'generation',-300,,,,,,,,,,,,,,,,
15461,'generation',-300,,,,,,,,,,,,,,,,
15462,"'generation,'",-220,,,,,,,,,,,,,,,,
15463,"'generation,'",100,,,,,,,,,,,,,,,,
15464,'generation.',-420,,,,,,,,,,,,,,,,
15465,'generation.',140,,,,,,,,,,,,,,,,
15466,'generation.',-460,,,,,,,,,,,,,,,,
15467,'generation.',0,,,,,,,,,,,,,,,,
15468,'generations',-268,,,,,,,,,,,,,,,,
15469,'generations',-220,,,,,,,,,,,,,,,,
15470,'generations',-100,,,,,,,,,,,,,,,,
15471,'generator',-220,,,,,,,,,,,,,,,,
15472,'generator',-100,,,,,,,,,,,,,,,,
15473,'generators',-60,,,,,,,,,,,,,,,,
15474,'generous',140,,,,,,,,,,,,,,,,
15475,'generous',40,,,,,,,,,,,,,,,,
15476,'generous',-268,,,,,,,,,,,,,,,,
15477,'generous',166.9,,,,,,,,,,,,,,,,
15478,'Genesis',40,,,,,,,,,,,,,,,,
15479,'genetic',-220,,,,,,,,,,,,,,,,
15480,'genuine',100,,,,,,,,,,,,,,,,
15481,'GenHuo Chu ',60,,,,,,,,,,,,,,,,
15482,"'geography,'",-291,,,,,,,,,,,,,,,,
15483,'Geography;',-291,,,,,,,,,,,,,,,,
15484,'Georgia',-60,,,,,,,,,,,,,,,,
15485,'geoscience',100,,,,,,,,,,,,,,,,
15486,'Germains',60,,,,,,,,,,,,,,,,
15487,'German',-220,,,,,,,,,,,,,,,,
15488,'German',-208.8,,,,,,,,,,,,,,,,
15489,'Germany',-220,,,,,,,,,,,,,,,,
15490,"'Germany),'",-340,,,,,,,,,,,,,,,,
15491,"'Germany,'",-220,,,,,,,,,,,,,,,,
15492,"'Germany,'",-20,,,,,,,,,,,,,,,,
15493,"'Germany,'",100,,,,,,,,,,,,,,,,
15494,'gestation.',-291,,,,,,,,,,,,,,,,
15495,'get',-291,,,,,,,,,,,,,,,,
15496,'giant',-193.2,,,,,,,,,,,,,,,,
15497,"'Gibb,'",-73.4,,,,,,,,,,,,,,,,
15498,'Giddings',-300,,,,,,,,,,,,,,,,
15499,'Giddings',-300,,,,,,,,,,,,,,,,
15500,'GigaBit',-400,,,,,,,,,,,,,,,,
15501,'Gilden',-400,,,,,,,,,,,,,,,,
15502,'Gilgor',-60,,,,,,,,,,,,,,,,
15503,'GillinHuo Chu ',-300,,,,,,,,,,,,,,,,
15504,'girls',-291,,,,,,,,,,,,,,,,
15505,'Giuliani',-208.8,,,,,,,,,,,,,,,,
15506,"'Giustino,'",-268,,,,,,,,,,,,,,,,
15507,'give',-206.8,,,,,,,,,,,,,,,,
15508,'give',-500,,,,,,,,,,,,,,,,
15509,'give',40,,,,,,,,,,,,,,,,
15510,'give',-193.4,,,,,,,,,,,,,,,,
15511,'give',-208.8,,,,,,,,,,,,,,,,
15512,'given',-206.8,,,,,,,,,,,,,,,,
15513,'given',-220,,,,,,,,,,,,,,,,
15514,'given',-220,,,,,,,,,,,,,,,,
15515,'Given',140,,,,,,,,,,,,,,,,
15516,'Given',-313.2,,,,,,,,,,,,,,,,
15517,'given',-313.2,,,,,,,,,,,,,,,,
15518,'given',-100,,,,,,,,,,,,,,,,
15519,'given',40,,,,,,,,,,,,,,,,
15520,'given',-268,,,,,,,,,,,,,,,,
15521,'Given',-140,,,,,,,,,,,,,,,,
15522,'given',-193.4,,,,,,,,,,,,,,,,
15523,'given',166.9,,,,,,,,,,,,,,,,
15524,'given',-291,,,,,,,,,,,,,,,,
15525,'given',-100,,,,,,,,,,,,,,,,
15526,'given',-208.8,,,,,,,,,,,,,,,,
15527,'given',100,,,,,,,,,,,,,,,,
15528,"'given,'",-206.8,,,,,,,,,,,,,,,,
15529,'gives',-300,,,,,,,,,,,,,,,,
15530,'giving',140,,,,,,,,,,,,,,,,
15531,'giving',40,,,,,,,,,,,,,,,,
15532,'giving',-208.8,,,,,,,,,,,,,,,,
15533,'giving',-60,,,,,,,,,,,,,,,,
15534,'GL',-340,,,,,,,,,,,,,,,,
15535,'Glasgow',-400,,,,,,,,,,,,,,,,
15536,'glass',-73.4,,,,,,,,,,,,,,,,
15537,'Glass',-300,,,,,,,,,,,,,,,,
15538,"'Glass),'",-73.4,,,,,,,,,,,,,,,,
15539,'Glasses',-208.8,,,,,,,,,,,,,,,,
15540,'Glaxo',60,,,,,,,,,,,,,,,,
15541,"'GlaxoSmithKline,'",-300,,,,,,,,,,,,,,,,
15542,"'GlaxoSmithKline,'",100,,,,,,,,,,,,,,,,
15543,'glazing',-300,,,,,,,,,,,,,,,,
15544,'Glintt',-220,,,,,,,,,,,,,,,,
15545,'Global',-206.8,,,,,,,,,,,,,,,,
15546,'global',-193.2,,,,,,,,,,,,,,,,
15547,'global',-220,,,,,,,,,,,,,,,,
15548,'global',-420,,,,,,,,,,,,,,,,
15549,'global',-100,,,,,,,,,,,,,,,,
15550,'global',-268,,,,,,,,,,,,,,,,
15551,'global',-220,,,,,,,,,,,,,,,,
15552,'Global',-460,,,,,,,,,,,,,,,,
15553,'global',-460,,,,,,,,,,,,,,,,
15554,'global',-400,,,,,,,,,,,,,,,,
15555,'Global',-140,,,,,,,,,,,,,,,,
15556,'global',0,,,,,,,,,,,,,,,,
15557,'Global',-300,,,,,,,,,,,,,,,,
15558,'global',-300,,,,,,,,,,,,,,,,
15559,'global',-100,,,,,,,,,,,,,,,,
15560,'global',-60,,,,,,,,,,,,,,,,
15561,'global',-208.8,,,,,,,,,,,,,,,,
15562,'global',100,,,,,,,,,,,,,,,,
15563,'global',-60,,,,,,,,,,,,,,,,
15564,'globalisation',-208.8,,,,,,,,,,,,,,,,
15565,'globally',-340,,,,,,,,,,,,,,,,
15566,'globally',-220,,,,,,,,,,,,,,,,
15567,'globally',-100,,,,,,,,,,,,,,,,
15568,'globally.',-420,,,,,,,,,,,,,,,,
15569,'global-scale',-220,,,,,,,,,,,,,,,,
15570,'globe',-208.8,,,,,,,,,,,,,,,,
15571,'glycogen',140,,,,,,,,,,,,,,,,
15572,'GlyndNuo r',60,,,,,,,,,,,,,,,,
15573,"'GlyndNuo r,'",60,,,,,,,,,,,,,,,,
15574,'goal',-220,,,,,,,,,,,,,,,,
15575,'goal',-420,,,,,,,,,,,,,,,,
15576,'goal',40,,,,,,,,,,,,,,,,
15577,'goal',-100,,,,,,,,,,,,,,,,
15578,'goal.',-220,,,,,,,,,,,,,,,,
15579,'goals',-220,,,,,,,,,,,,,,,,
15580,'goals',-500,,,,,,,,,,,,,,,,
15581,'goals',-244,,,,,,,,,,,,,,,,
15582,'goals.',140,,,,,,,,,,,,,,,,
15583,'Going',140,,,,,,,,,,,,,,,,
15584,'going',-100,,,,,,,,,,,,,,,,
15585,'Going',-460,,,,,,,,,,,,,,,,
15586,'going',-460,,,,,,,,,,,,,,,,
15587,'going',-140,,,,,,,,,,,,,,,,
15588,'going',166.9,,,,,,,,,,,,,,,,
15589,'Goldsmiths',166.9,,,,,,,,,,,,,,,,
15590,'gone',40,,,,,,,,,,,,,,,,
15591,'gone',-208.8,,,,,,,,,,,,,,,,
15592,'Gooch',60,,,,,,,,,,,,,,,,
15593,'good',-193.2,,,,,,,,,,,,,,,,
15594,'good',140,,,,,,,,,,,,,,,,
15595,'good',40,,,,,,,,,,,,,,,,
15596,'Good',-460,,,,,,,,,,,,,,,,
15597,'Good',-20,,,,,,,,,,,,,,,,
15598,'good',-208.8,,,,,,,,,,,,,,,,
15599,'good',-153.2,,,,,,,,,,,,,,,,
15600,"'Goodrich,'",-60,,,,,,,,,,,,,,,,
15601,'Google',-244,,,,,,,,,,,,,,,,
15602,'Google',-291,,,,,,,,,,,,,,,,
15603,'Google',-208.8,,,,,,,,,,,,,,,,
15604,"'Google,'",-291,,,,,,,,,,,,,,,,
15605,'Gou',-500,,,,,,,,,,,,,,,,
15606,'governance',-73.4,,,,,,,,,,,,,,,,
15607,'Government',-193.2,,,,,,,,,,,,,,,,
15608,'Government',-220,,,,,,,,,,,,,,,,
15609,'government',-220,,,,,,,,,,,,,,,,
15610,'Government',-220,,,,,,,,,,,,,,,,
15611,'government',-220,,,,,,,,,,,,,,,,
15612,'government',140,,,,,,,,,,,,,,,,
15613,'government',-500,,,,,,,,,,,,,,,,
15614,'Government',-340,,,,,,,,,,,,,,,,
15615,'government',-340,,,,,,,,,,,,,,,,
15616,'government',40,,,,,,,,,,,,,,,,
15617,'government',-268,,,,,,,,,,,,,,,,
15618,'government',-326.6,,,,,,,,,,,,,,,,
15619,'Government',-73.4,,,,,,,,,,,,,,,,
15620,'government',-73.4,,,,,,,,,,,,,,,,
15621,'Government',-460,,,,,,,,,,,,,,,,
15622,'government',-460,,,,,,,,,,,,,,,,
15623,'Government',-400,,,,,,,,,,,,,,,,
15624,'Government',-140,,,,,,,,,,,,,,,,
15625,'government',-193.4,,,,,,,,,,,,,,,,
15626,'government',0,,,,,,,,,,,,,,,,
15627,'government',166.9,,,,,,,,,,,,,,,,
15628,'Government',-60,,,,,,,,,,,,,,,,
15629,'Government',-20,,,,,,,,,,,,,,,,
15630,'government',-20,,,,,,,,,,,,,,,,
15631,'government',-291,,,,,,,,,,,,,,,,
15632,'Government',-171.2,,,,,,,,,,,,,,,,
15633,'Government',-208.8,,,,,,,,,,,,,,,,
15634,'government',-208.8,,,,,,,,,,,,,,,,
15635,'Government',100,,,,,,,,,,,,,,,,
15636,'government',100,,,,,,,,,,,,,,,,
15637,'Government',60,,,,,,,,,,,,,,,,
15638,'Government',-60,,,,,,,,,,,,,,,,
15639,'government',-60,,,,,,,,,,,,,,,,
15640,'Government',-300,,,,,,,,,,,,,,,,
15641,'government',-300,,,,,,,,,,,,,,,,
15642,'Government',-300,,,,,,,,,,,,,,,,
15643,'government',-300,,,,,,,,,,,,,,,,
15644,'Government-',100,,,,,,,,,,,,,,,,
15645,"'government,'",-244,,,,,,,,,,,,,,,,
15646,"'government,'",-460,,,,,,,,,,,,,,,,
15647,"'government,'",0,,,,,,,,,,,,,,,,
15648,"'government,'",-208.8,,,,,,,,,,,,,,,,
15649,"'government,'",100,,,,,,,,,,,,,,,,
15650,'government.',-220,,,,,,,,,,,,,,,,
15651,'Government.',-420,,,,,,,,,,,,,,,,
15652,'government.',0,,,,,,,,,,,,,,,,
15653,'governmental',-193.2,,,,,,,,,,,,,,,,
15654,'governmental',140,,,,,,,,,,,,,,,,
15655,'governmental',-460,,,,,,,,,,,,,,,,
15656,'governmental',-300,,,,,,,,,,,,,,,,
15657,'government-funded',-500,,,,,,,,,,,,,,,,
15658,'Government-funded',-300,,,,,,,,,,,,,,,,
15659,'Government-funded',-300,,,,,,,,,,,,,,,,
15660,'governments',-193.2,,,,,,,,,,,,,,,,
15661,'Governments',100,,,,,,,,,,,,,,,,
15662,'government''s',-193.2,,,,,,,,,,,,,,,,
15663,"'governments,'",-326.6,,,,,,,,,,,,,,,,
15664,"'governments,'",100,,,,,,,,,,,,,,,,
15665,'governmentHuo Chu ',100,,,,,,,,,,,,,,,,
15666,'GP',-220,,,,,,,,,,,,,,,,
15667,'GPS',-220,,,,,,,,,,,,,,,,
15668,'GPS',-220,,,,,,,,,,,,,,,,
15669,'GPS',-73.4,,,,,,,,,,,,,,,,
15670,'GPS',-300,,,,,,,,,,,,,,,,
15671,'GPS',-300,,,,,,,,,,,,,,,,
15672,'GR/G36265',-500,,,,,,,,,,,,,,,,
15673,'GR/K42370',-500,,,,,,,,,,,,,,,,
15674,'GR/L97483',-500,,,,,,,,,,,,,,,,
15675,'GR/M09292',-500,,,,,,,,,,,,,,,,
15676,'GR/N14095',-500,,,,,,,,,,,,,,,,
15677,'GR/N14316',-500,,,,,,,,,,,,,,,,
15678,'GR/R09190',-500,,,,,,,,,,,,,,,,
15679,'Grace',-206.8,,,,,,,,,,,,,,,,
15680,'Grace).',-206.8,,,,,,,,,,,,,,,,
15681,'grades',-73.4,,,,,,,,,,,,,,,,
15682,'grades',-60,,,,,,,,,,,,,,,,
15683,'Grading',-60,,,,,,,,,,,,,,,,
15684,'grading',-60,,,,,,,,,,,,,,,,
15685,'grading.',-60,,,,,,,,,,,,,,,,
15686,'gradual',-420,,,,,,,,,,,,,,,,
15687,'graduate',-313.2,,,,,,,,,,,,,,,,
15688,'graduate',-268,,,,,,,,,,,,,,,,
15689,'graduate',-153.2,,,,,,,,,,,,,,,,
15690,'graduated',140,,,,,,,,,,,,,,,,
15691,'graduates',-100,,,,,,,,,,,,,,,,
15692,'graduates',-140,,,,,,,,,,,,,,,,
15693,'graduates',0,,,,,,,,,,,,,,,,
15694,'graduates',100,,,,,,,,,,,,,,,,
15695,'graduating',-208.8,,,,,,,,,,,,,,,,
15696,'graduation',-44,,,,,,,,,,,,,,,,
15697,'grand',-420,,,,,,,,,,,,,,,,
15698,'Grand',140,,,,,,,,,,,,,,,,
15699,'grand',140,,,,,,,,,,,,,,,,
15700,'Grand',140,,,,,,,,,,,,,,,,
15701,'Grand',-244,,,,,,,,,,,,,,,,
15702,'Grand',-220,,,,,,,,,,,,,,,,
15703,"'Granite,'",166.9,,,,,,,,,,,,,,,,
15704,'Grant',-206.8,,,,,,,,,,,,,,,,
15705,'Grant',-193.2,,,,,,,,,,,,,,,,
15706,'grant',-220,,,,,,,,,,,,,,,,
15707,'Grant',-220,,,,,,,,,,,,,,,,
15708,'grant',-220,,,,,,,,,,,,,,,,
15709,'grant',140,,,,,,,,,,,,,,,,
15710,'grant',-500,,,,,,,,,,,,,,,,
15711,'Grant',-340,,,,,,,,,,,,,,,,
15712,'Grant',-100,,,,,,,,,,,,,,,,
15713,'grant',-100,,,,,,,,,,,,,,,,
15714,'Grant',-268,,,,,,,,,,,,,,,,
15715,'grant',-73.4,,,,,,,,,,,,,,,,
15716,'grant',-140,,,,,,,,,,,,,,,,
15717,'grant',-193.4,,,,,,,,,,,,,,,,
15718,'grant',166.9,,,,,,,,,,,,,,,,
15719,'grant',-300,,,,,,,,,,,,,,,,
15720,'Grant',-20,,,,,,,,,,,,,,,,
15721,'grant',-291,,,,,,,,,,,,,,,,
15722,'grant',-100,,,,,,,,,,,,,,,,
15723,'grant',-60,,,,,,,,,,,,,,,,
15724,'grant',-208.8,,,,,,,,,,,,,,,,
15725,'Grant',100,,,,,,,,,,,,,,,,
15726,'Grant',-300,,,,,,,,,,,,,,,,
15727,'Grant',-300,,,,,,,,,,,,,,,,
15728,'Grant)',-268,,,,,,,,,,,,,,,,
15729,'grant)',-326.6,,,,,,,,,,,,,,,,
15730,"'grant,'",-100,,,,,,,,,,,,,,,,
15731,'Grant.',-268,,,,,,,,,,,,,,,,
15732,'granted',-193.2,,,,,,,,,,,,,,,,
15733,'granted',-220,,,,,,,,,,,,,,,,
15734,'granted',-340,,,,,,,,,,,,,,,,
15735,'granted',40,,,,,,,,,,,,,,,,
15736,'Granted',-44,,,,,,,,,,,,,,,,
15737,'granted',-44,,,,,,,,,,,,,,,,
15738,'granted',166.9,,,,,,,,,,,,,,,,
15739,'granted',-153.2,,,,,,,,,,,,,,,,
15740,"'granted,'",40,,,,,,,,,,,,,,,,
15741,'granted.',40,,,,,,,,,,,,,,,,
15742,'granted.',-44,,,,,,,,,,,,,,,,
15743,'grant-funded',-44,,,,,,,,,,,,,,,,
15744,'granting',-60,,,,,,,,,,,,,,,,
15745,'grants',-220,,,,,,,,,,,,,,,,
15746,'grants',-44,,,,,,,,,,,,,,,,
15747,'grants',-460,,,,,,,,,,,,,,,,
15748,'grants',-400,,,,,,,,,,,,,,,,
15749,'grants',-193.4,,,,,,,,,,,,,,,,
15750,'grants',-300,,,,,,,,,,,,,,,,
15751,'grants',-60,,,,,,,,,,,,,,,,
15752,"'grants,'",-220,,,,,,,,,,,,,,,,
15753,'grants.',-220,,,,,,,,,,,,,,,,
15754,'grants.',-460,,,,,,,,,,,,,,,,
15755,'grants/funding',-420,,,,,,,,,,,,,,,,
15756,'grants:',-500,,,,,,,,,,,,,,,,
15757,'Grants:',-400,,,,,,,,,,,,,,,,
15758,'Graphene',-100,,,,,,,,,,,,,,,,
15759,'graphene',-100,,,,,,,,,,,,,,,,
15760,'Graphene',-44,,,,,,,,,,,,,,,,
15761,'Graphene',-208.8,,,,,,,,,,,,,,,,
15762,"'graphene,'",-20,,,,,,,,,,,,,,,,
15763,'graphene.',-100,,,,,,,,,,,,,,,,
15764,'graphics',-60,,,,,,,,,,,,,,,,
15765,'Graphite',-420,,,,,,,,,,,,,,,,
15766,'graphite',140,,,,,,,,,,,,,,,,
15767,'graphite',-326.6,,,,,,,,,,,,,,,,
15768,'Grating',-460,,,,,,,,,,,,,,,,
15769,'graveHuo approach',-420,,,,,,,,,,,,,,,,
15770,'Gravimetric',-326.6,,,,,,,,,,,,,,,,
15771,'GRE',-500,,,,,,,,,,,,,,,,
15772,'great',140,,,,,,,,,,,,,,,,
15773,'great',-73.4,,,,,,,,,,,,,,,,
15774,'great',-460,,,,,,,,,,,,,,,,
15775,'Great',166.9,,,,,,,,,,,,,,,,
15776,'great',-300,,,,,,,,,,,,,,,,
15777,'Great',-60,,,,,,,,,,,,,,,,
15778,'great',-171.2,,,,,,,,,,,,,,,,
15779,'greater',-206.8,,,,,,,,,,,,,,,,
15780,'greater',-300,,,,,,,,,,,,,,,,
15781,'greater',-60,,,,,,,,,,,,,,,,
15782,'greater',-20,,,,,,,,,,,,,,,,
15783,'greater',-153.2,,,,,,,,,,,,,,,,
15784,'greatest',140,,,,,,,,,,,,,,,,
15785,"'Greaves,'",-460,,,,,,,,,,,,,,,,
15786,'Green',140,,,,,,,,,,,,,,,,
15787,'Green',-400,,,,,,,,,,,,,,,,
15788,'Green',166.9,,,,,,,,,,,,,,,,
15789,'Green)',100,,,,,,,,,,,,,,,,
15790,'greener',140,,,,,,,,,,,,,,,,
15791,'GreenTouch',-340,,,,,,,,,,,,,,,,
15792,'Greenwich',-500,,,,,,,,,,,,,,,,
15793,'grew',140,,,,,,,,,,,,,,,,
15794,'Grid',-220,,,,,,,,,,,,,,,,
15795,'grid',140,,,,,,,,,,,,,,,,
15796,'Grid',-340,,,,,,,,,,,,,,,,
15797,'Grid',-313.2,,,,,,,,,,,,,,,,
15798,'Grid',40,,,,,,,,,,,,,,,,
15799,'Grid',-460,,,,,,,,,,,,,,,,
15800,'Grid',-400,,,,,,,,,,,,,,,,
15801,'grid',-400,,,,,,,,,,,,,,,,
15802,'Grid',-60,,,,,,,,,,,,,,,,
15803,'grid',-100,,,,,,,,,,,,,,,,
15804,'Grid',100,,,,,,,,,,,,,,,,
15805,'Grid)',-460,,,,,,,,,,,,,,,,
15806,'Grid).',-313.2,,,,,,,,,,,,,,,,
15807,"'Grid,'",-220,,,,,,,,,,,,,,,,
15808,"'Grid,'",40,,,,,,,,,,,,,,,,
15809,"'Grid,'",-460,,,,,,,,,,,,,,,,
15810,"'Grid,'",-400,,,,,,,,,,,,,,,,
15811,"'Grid,'",100,,,,,,,,,,,,,,,,
15812,'Grid.',-220,,,,,,,,,,,,,,,,
15813,'Grid.',40,,,,,,,,,,,,,,,,
15814,'Grids',-400,,,,,,,,,,,,,,,,
15815,'grids)',-400,,,,,,,,,,,,,,,,
15816,"'grids,'",-60,,,,,,,,,,,,,,,,
15817,'Grieve',40,,,,,,,,,,,,,,,,
15818,"'Grieve),'",40,,,,,,,,,,,,,,,,
15819,'Grimes',-208.8,,,,,,,,,,,,,,,,
15820,"'grinding,'",60,,,,,,,,,,,,,,,,
15821,'Gripple',-220,,,,,,,,,,,,,,,,
15822,'Gripple',166.9,,,,,,,,,,,,,,,,
15823,'Gripple.',-220,,,,,,,,,,,,,,,,
15824,"'Grobert,'",-268,,,,,,,,,,,,,,,,
15825,'gross',-244,,,,,,,,,,,,,,,,
15826,'gross)',-460,,,,,,,,,,,,,,,,
15827,'ground',140,,,,,,,,,,,,,,,,
15828,'Ground',-220,,,,,,,,,,,,,,,,
15829,'ground-breaking',140,,,,,,,,,,,,,,,,
15830,'grounded',-244,,,,,,,,,,,,,,,,
15831,'group',-206.8,,,,,,,,,,,,,,,,
15832,'Group',-193.2,,,,,,,,,,,,,,,,
15833,'group',-193.2,,,,,,,,,,,,,,,,
15834,'Group',-220,,,,,,,,,,,,,,,,
15835,'Group',-220,,,,,,,,,,,,,,,,
15836,'group',-220,,,,,,,,,,,,,,,,
15837,'Group',-340,,,,,,,,,,,,,,,,
15838,'Group',40,,,,,,,,,,,,,,,,
15839,'group',40,,,,,,,,,,,,,,,,
15840,'Group',-268,,,,,,,,,,,,,,,,
15841,'group',-44,,,,,,,,,,,,,,,,
15842,'Group',-326.6,,,,,,,,,,,,,,,,
15843,'group',-220,,,,,,,,,,,,,,,,
15844,'group',-73.4,,,,,,,,,,,,,,,,
15845,'Group',-460,,,,,,,,,,,,,,,,
15846,'Group',-400,,,,,,,,,,,,,,,,
15847,'Group',-140,,,,,,,,,,,,,,,,
15848,'group',-140,,,,,,,,,,,,,,,,
15849,'Group',-300,,,,,,,,,,,,,,,,
15850,'Group',-291,,,,,,,,,,,,,,,,
15851,'group',-291,,,,,,,,,,,,,,,,
15852,'Group',-171.2,,,,,,,,,,,,,,,,
15853,'group',-171.2,,,,,,,,,,,,,,,,
15854,'group',-60,,,,,,,,,,,,,,,,
15855,'Group',-208.8,,,,,,,,,,,,,,,,
15856,'group',-208.8,,,,,,,,,,,,,,,,
15857,'Group',100,,,,,,,,,,,,,,,,
15858,'group',100,,,,,,,,,,,,,,,,
15859,'group',60,,,,,,,,,,,,,,,,
15860,'group',-60,,,,,,,,,,,,,,,,
15861,'group',-300,,,,,,,,,,,,,,,,
15862,'group',-300,,,,,,,,,,,,,,,,
15863,'Group',-153.2,,,,,,,,,,,,,,,,
15864,'Group)',40,,,,,,,,,,,,,,,,
15865,'group).',-100,,,,,,,,,,,,,,,,
15866,'group);',-171.2,,,,,,,,,,,,,,,,
15867,"'Group,'",40,,,,,,,,,,,,,,,,
15868,"'Group,'",-400,,,,,,,,,,,,,,,,
15869,"'Group,'",-140,,,,,,,,,,,,,,,,
15870,"'Group,'",-60,,,,,,,,,,,,,,,,
15871,"'Group,'",-171.2,,,,,,,,,,,,,,,,
15872,"'Group,'",-300,,,,,,,,,,,,,,,,
15873,"'Group,'",-300,,,,,,,,,,,,,,,,
15874,"'Group,'",-153.2,,,,,,,,,,,,,,,,
15875,'group.',-220,,,,,,,,,,,,,,,,
15876,'Group.',-268,,,,,,,,,,,,,,,,
15877,'Group.',-460,,,,,,,,,,,,,,,,
15878,'Group.',-291,,,,,,,,,,,,,,,,
15879,'group.',-291,,,,,,,,,,,,,,,,
15880,'group.',-208.8,,,,,,,,,,,,,,,,
15881,'Group.',-153.2,,,,,,,,,,,,,,,,
15882,'Group;',-291,,,,,,,,,,,,,,,,
15883,'Group;',100,,,,,,,,,,,,,,,,
15884,'grouped',-60,,,,,,,,,,,,,,,,
15885,'groupings',-400,,,,,,,,,,,,,,,,
15886,'groupings',-140,,,,,,,,,,,,,,,,
15887,'groupings.',-400,,,,,,,,,,,,,,,,
15888,'groups',-206.8,,,,,,,,,,,,,,,,
15889,'groups',-220,,,,,,,,,,,,,,,,
15890,'groups',-220,,,,,,,,,,,,,,,,
15891,'groups',-420,,,,,,,,,,,,,,,,
15892,'groups',140,,,,,,,,,,,,,,,,
15893,'groups',140,,,,,,,,,,,,,,,,
15894,'groups',-500,,,,,,,,,,,,,,,,
15895,'groups',-100,,,,,,,,,,,,,,,,
